id,topic,type,question_text,model_answer,model_answer_python,options,correctAnswerIndex,order_important,created_at
p11,programming-fundamentals,code,"Write a pseudocode program that:
• asks the user for a test score
• prints 'Pass' if the score is 50 or more
• prints 'Fail' if the score is less than 50","score = input(""Enter test score: ""
if score >= 50 then
   print(""Pass"")
else
   print(""Fail"")
endif","score = int(input(""Enter test score: ""))
if score >= 50:
    print(""Pass"")
else:
    print(""Fail"")",2025-05-02T00:00:00Z
p12,programming-fundamentals,code,"Write a pseudocode program that:
• asks the user to input two integers
• prints the larger number","a = input(""Enter first number: ""
b = input(""Enter second number: ""
if a > b then
   print(a)
else
   print(b)
endif","a = int(input(""Enter first number: ""))
b = int(input(""Enter second number: ""))
if a > b:
    print(a)
else:
    print(b)",2025-05-02T00:00:00Z
p13,programming-fundamentals,code,"Write a pseudocode program that:
• asks the user to input a test score
• prints 'A' if score is 80 or more
• prints 'B' if score is 60-79
• prints 'C' if score is 40-59
• prints 'F' if score is less than 40","score = input(""Enter score: ""
if score >= 80 then
   print(""A"")
elseif score >= 60 then
   print(""B"")
elseif score >= 40 then
   print(""C"")
else
   print(""F"")
endif","score = int(input(""Enter score: ""))
if score >= 80:
    print(""A"")
elif score >= 60:
    print(""B"")
elif score >= 40:
    print(""C"")
else:
    print(""F"")",2025-05-02T00:00:00Z
p14,programming-fundamentals,code,"Write a pseudocode program that:
• repeatedly asks the user to enter a number
• stops when the number entered is greater than 100
• prints 'Done' at the end","number = 0
while number <= 100
   number = input(""Enter a number: ""
endwhile
print(""Done"")","number = 0
while number <= 100:
    number = int(input(""Enter a number: ""))
print(""Done"")",2025-05-02T00:00:00Z
p15,programming-fundamentals,code,"Write a pseudocode program that:
• repeatedly asks the user to enter a password
• stops when the correct password 'letmein' is entered
• prints 'Access granted'","password = """"
while password != ""letmein""
   password = input(""Enter password: ""
endwhile
print(""Access granted"")","password = """"
while password != ""letmein"":
    password = input(""Enter password: "")
print(""Access granted"")",2025-05-02T00:00:00Z
p16,programming-fundamentals,code,"Write a pseudocode program that:
• starts with a counter at 10
• prints the counter and decreases it by 1 each time
• stops when the counter is less than 1","counter = 10
while counter >= 1
   print(counter)
   counter = counter - 1
endwhile","counter = 10
while counter >= 1:
    print(counter)
    counter -= 1",2025-05-02T00:00:00Z
p17,programming-fundamentals,code,"Write a pseudocode program that:
• asks the user to enter numbers
• keeps a running total
• stops when the user enters 0
• prints the total","total = 0
number = -1
while number != 0
   number = input(""Enter number (0 to stop): ""
   total = total + number
endwhile
print(total)","total = 0
number = -1
while number != 0:
    number = int(input(""Enter number (0 to stop): ""))
    total += number
print(total)",2025-05-02T00:00:00Z
p18,programming-fundamentals,code,"Write a pseudocode program that:
• prints the numbers from 1 to 10 using a for loop","for i = 1 to 10
   print(i)
next i","for i in range(1, 11):
    print(i)",2025-05-02T00:00:00Z
p19,programming-fundamentals,code,"Write a pseudocode program that:
• asks the user to enter a number
• prints the 5 times table up to 12 using a for loop","number = input(""Enter a number: ""
for i = 1 to 12
   print(number * i)
next i","number = int(input(""Enter a number: ""))
for i in range(1, 13):
    print(number * i)",2025-05-02T00:00:00Z
p20,programming-fundamentals,code,"Write a pseudocode program that:
• calculates the sum of numbers from 1 to 100 using a for loop
• prints the total at the end","total = 0
for i = 1 to 100
   total = total + i
next i
print(total)","total = 0
for i in range(1, 101):
    total += i
print(total)",2025-05-02T00:00:00Z
p21,programming-fundamentals,code,"Write a pseudocode program that:
• prints all even numbers from 2 to 20 using a for loop","for i = 2 to 20 step 2
   print(i)
next i","for i in range(2, 21, 2):
    print(i)",2025-05-02T00:00:00Z
p22,programming-fundamentals,code,"Write a pseudocode program that:
• asks the user to enter their age as text
• converts it to an integer
• adds 1 to the age and prints it","ageText = input(""Enter your age: ""))
age = int(ageText)
print(age + 1)","age_text = input(""Enter your age: "")
age = int(age_text)
print(age + 1)",2025-05-02T00:00:00Z
p23,programming-fundamentals,code,"Write a pseudocode program that:
• asks the user to input a whole number
• converts the number to a string
• prints a message including the number in a sentence","num = int(input(""Enter a number: ""))
message = ""You entered "" + str(num)
print(message)","num = int(input(""Enter a number: ""))
message = f""You entered {num}""
print(message)",2025-05-02T00:00:00Z
p24,programming-fundamentals,code,"Write a pseudocode program that:
• stores a number with a decimal (e.g., 8.7)
• casts it to an integer
• prints both the original and the cast value","decimalNumber = 8.7
wholeNumber = int(decimalNumber)
print(""Original: "" + str(decimalNumber))
print(""Whole: "" + str(wholeNumber))","decimal_number = 8.7
whole_number = int(decimal_number)
print(f""Original: {decimal_number}"")
print(f""Whole: {whole_number}"")",2025-05-02T00:00:00Z
p25,programming-fundamentals,code,"Write a pseudocode program that:
• asks the user to enter two whole numbers
• casts them to integers
• divides the first by the second and prints the result as a real number","a = int(input(""Enter first number: ""))
b = int(input(""Enter second number: ""))
result = a / b
print(result)","a = int(input(""Enter first number: ""))
b = int(input(""Enter second number: ""))
result = a / b
print(result)",2025-05-02T00:00:00Z
p26,programming-fundamentals,code,"Write a pseudocode program that:
• asks the user for two numbers
• prints 'True' if both numbers are positive
• otherwise prints 'False'","a = int(input(""Enter first number: ""))
b = int(input(""Enter second number: ""))
if a > 0 AND b > 0 then
   print(""True"")
else
   print(""False"")
endif","a = int(input(""Enter first number: ""))
b = int(input(""Enter second number: ""))
if a > 0 and b > 0:
    print(""True"")
else:
    print(""False"")",2025-05-02T00:00:00Z
p27,programming-fundamentals,code,"Write a pseudocode program that:
• asks the user to enter a number
• prints 'In range' if the number is greater than 10 and less than 20","num = int(input(""Enter a number: ""))
if num > 10 AND num < 20 then
   print(""In range"")
endif","num = int(input(""Enter a number: ""))
if 10 < num < 20:
    print(""In range"")",2025-05-02T00:00:00Z
p28,programming-fundamentals,code,"Write a pseudocode program that:
• asks the user for a temperature
• prints 'Warning' if the temperature is less than 0 or greater than 30","temp = int(input(""Enter temperature: ""))
if temp < 0 OR temp > 30 then
   print(""Warning"")
endif","temp = int(input(""Enter temperature: ""))
if temp < 0 or temp > 30:
    print(""Warning"")",2025-05-02T00:00:00Z
p29,programming-fundamentals,code,"Write a pseudocode program that:
• asks the user to enter a username
• prints 'Invalid' if the username is not 'admin'","username = input(""Enter username: ""))
if username != ""admin"" then
   print(""Invalid"")
endif 
 alternatively 
 username = input(""Enter username: ""))
if NOT username == ""admin"" then
   print(""Invalid"")
endif","username = input(""Enter username: "")
if username != ""admin"":
    print(""Invalid"")",2025-05-02T00:00:00Z
p30,programming-fundamentals,fill-in-the-blank,"In programming, a ______ is used to store text, a ______ stores decimal values, and a ______ stores whole numbers.","[""string"", ""real"", ""integer""]","","[""string"", ""boolean"", ""real"", ""character"", ""integer"", ""array""]",,true,2025-05-02T00:00:00Z
p31,programming-fundamentals,fill-in-the-blank,"The three basic programming constructs are ______, ______, and ______.","[""sequence"", ""selection"", ""iteration""]","","[""sequence"", ""selection"", ""iteration"", ""function"", ""procedure"", ""recursion""]",,false,2025-05-02T00:00:00Z
p32,programming-fundamentals,fill-in-the-blank,"The arithmetic operators include ______, ______, ______, and ______.","[""+ "", ""- "", ""* "", ""/ ""]","","[""+ "", ""- "", ""* "", ""/ "", ""MOD "", ""DIV ""]",,false,2025-05-02T00:00:00Z
p33,programming-fundamentals,fill-in-the-blank,"To compare values, we use operators such as ______, ______, ______, and ______.","[""=="", ""!="", ""> "", ""< ""]","","[""=="", ""!="", ""> "", ""< "", ""* "", ""+ ""]",,false,2025-05-02T00:00:00Z
p34,programming-fundamentals,fill-in-the-blank,"Boolean operators include ______, ______, and ______.","[""AND"", ""OR"", ""NOT""]","","[""AND"", ""OR"", ""NOT"", ""MOD "", ""=="", ""input""]",,false,2025-05-02T00:00:00Z
p35,programming-fundamentals,fill-in-the-blank,"To get input from a user, use the ______ function. To display output, use the ______ command. To store a value, use an ______ statement.","[""input"", ""print"", ""assignment""]","","[""input"", ""print"", ""assignment"", ""loop"", ""constant"", ""output""]",,true,2025-05-02T00:00:00Z
p36,programming-fundamentals,fill-in-the-blank,"The ______ loop repeats while a condition is true, the ______ loop repeats a set number of times, and the ______ structure chooses between options.","[""while"", ""for"", ""if""]","","[""while"", ""for"", ""if"", ""case"", ""repeat"", ""break""]",,true,2025-05-02T00:00:00Z
p37,programming-fundamentals,fill-in-the-blank,"To change data types, we can use ______ to convert to integer, ______ to convert to string, and ______ to convert to real number.","[""int"", ""str"", ""float""]","","[""int"", ""str"", ""float"", ""bool"", ""char"", ""input""]",,true,2025-05-02T00:00:00Z
p38,programming-fundamentals,multiple-choice,"Which of the following is NOT a valid data type in programming?","The correct term for decimal numbers is 'real' or 'float', not 'decimal'.","","[""string"", ""integer"", ""boolean"", ""decimal""]",3,2025-05-02T00:00:00Z
p39,programming-fundamentals,multiple-choice,"What is the purpose of a while loop?","A while loop continues to execute its code block as long as the specified condition remains true.","","[""To execute code a specific number of times"", ""To execute code while a condition is true"", ""To execute code in parallel"", ""To execute code only once""]",1,2025-05-02T00:00:00Z
p40,programming-fundamentals,multiple-choice,"Which operator is used for integer division?","The // operator performs integer division, discarding any remainder.","","[""/ "", ""// "", ""% "", ""* ""]",1,2025-05-02T00:00:00Z
p41,programming-fundamentals,multiple-choice,"What is the purpose of the 'if' statement?","The 'if' statement allows a program to make decisions by executing different code blocks based on conditions.","","[""To repeat code multiple times"", ""To make decisions in code"", ""To define functions"", ""To handle errors""]",1,2025-05-02T00:00:00Z
p42,programming-fundamentals,multiple-choice,"Which of these is NOT a valid variable name?","Variable names cannot start with a number. They must start with a letter or underscore.","","[""myVariable"", ""2ndVariable"", ""user_name"", ""totalCount""]",1,2025-05-02T00:00:00Z
p43,programming-fundamentals,multiple-choice,"What is the purpose of a function?","Functions allow code to be organized into reusable blocks that can be called multiple times.","","[""To store data"", ""To repeat code"", ""To organize and reuse code"", ""To display output""]",2,2025-05-02T00:00:00Z
p44,programming-fundamentals,multiple-choice,"Which of these is a valid way to convert a string to an integer?","The int() function is used to convert a string to an integer in most programming languages.","","[""int('123')"", ""string_to_int('123')"", ""convert('123')"", ""to_integer('123')""]",0,2025-05-02T00:00:00Z
p45,programming-fundamentals,multiple-choice,"What is the purpose of the 'else' statement?","The 'else' statement provides an alternative code block that executes when the 'if' condition is false.","","[""To handle errors"", ""To provide an alternative code path when the 'if' condition is false"", ""To repeat code"", ""To define variables""]",1,2025-05-02T00:00:00Z
p46,programming-fundamentals,true-false,"A variable is used to store data that can change while a program is running.","true","",2025-05-05T00:00:00Z
p47,programming-fundamentals,true-false,"The MOD operator performs division and returns the quotient.","false","",2025-05-05T00:00:00Z
p48,programming-fundamentals,true-false,"A count-controlled loop uses a condition to decide when to stop.","false","",2025-05-05T00:00:00Z
p49,programming-fundamentals,true-false,"Selection allows a program to choose between different paths based on a condition.","true","",2025-05-05T00:00:00Z
p50,programming-fundamentals,true-false,"The assignment operator == is used to assign a value to a variable.","false","",2025-05-05T00:00:00Z
p51,programming-fundamentals,true-false,"The Boolean operator AND returns true only if both conditions are true.","true","",2025-05-05T00:00:00Z
p52,programming-fundamentals,true-false,"Casting is the process of converting one data type into another.","true","",2025-05-05T00:00:00Z
p53,programming-fundamentals,true-false,"An IF statement must always include an ELSE clause.","false","",2025-05-05T00:00:00Z
p54,programming-fundamentals,code,"Create an algorithm that:
• Prompts for a staff ID and date of joining
• Saves the input values to a file called staff.txt","staffID = input(""Enter staff ID: "")
doj = input(""Enter date of joining: "")
file = open(""staff.txt"", ""a"")
file.write(staffID + ',' + doj + '\n')
file.close()","staff_id = input(""Enter staff ID: "")
doj = input(""Enter date of joining: "")
with open('staff.txt', 'a') as file:
    file.write(f""{staff_id},{doj}\n"")",2025-05-05T00:00:00Z 
